word,source,word_length,translation
aircraft,Oxford3000,8,pesawat terbang
park,Oxford3000,4,taman
customer,Oxford3000,8,pelanggan
complain,Oxford3000,8,mengeluh
letter,Oxford3000,6,surat
sport,Oxford3000,5,olahraga
planet,Oxford3000,6,planet
neighbourhood,Oxford3000,13,lingkungan
shape,Oxford3000,5,membentuk
lemon,Oxford3000,5,jeruk nipis
wave,Oxford3000,4,melambai
medium,Oxford3000,6,sedang
cross,Oxford3000,5,menyeberang
measure,Oxford3000,7,ukuran
large,Oxford3000,5,besar
test,Oxford3000,4,tes
coal,Oxford3000,4,batu bara
urge,Oxford3000,4,keinginan
forget,Oxford3000,6,lupa
stress,Oxford3000,6,menekankan
terrible,Oxford3000,8,sangat buruk
chemistry,Oxford3000,9,kimia
sixteen,Oxford3000,7,enambelas
length,Oxford3000,6,panjang
planning,Oxford3000,8,perencanaan
article,Oxford3000,7,artikel
afterwards,Oxford3000,10,setelah itu
cow,Oxford3000,3,sapi
concentrate,Oxford3000,11,konsentrat
mostly,Oxford3000,6,sebagian besar
advertisement,Oxford3000,13,iklan
kick,Oxford3000,4,menendang
retired,Oxford3000,7,pensiun
else,Oxford3000,4,kalau tidak
join,Oxford3000,4,bergabung
advertise,Oxford3000,9,mengiklankan
destination,Oxford3000,11,tujuan
shut,Oxford3000,4,ditutup
initial,Oxford3000,7,awal
rich,Oxford3000,4,kaya
success,Oxford3000,7,kesuksesan
crowded,Oxford3000,7,penuh sesak
skill,Oxford3000,5,keahlian
rank,Oxford3000,4,pangkat
gain,Oxford3000,4,memperoleh
promise,Oxford3000,7,janji
act,Oxford3000,3,bertindak
ball,Oxford3000,4,bola
hide,Oxford3000,4,bersembunyi
bill,Oxford3000,4,tagihan
will,Oxford3000,4,akan
severe,Oxford3000,6,berat
sand,Oxford3000,4,pasir
bye,Oxford3000,3,selamat tinggal
knee,Oxford3000,4,lutut
lesson,Oxford3000,6,pelajaran
wage,Oxford3000,4,gaji
seed,Oxford3000,4,benih
fashion,Oxford3000,7,mode
one,Oxford3000,3,satu
say,Oxford3000,3,mengatakan
word,Oxford3000,4,kata
judge,Oxford3000,5,hakim
t-shirt,Oxford3000,7,kaos
board,Oxford3000,5,papan
tonight,Oxford3000,7,malam ini
bear,Oxford3000,4,beruang
plant,Oxford3000,5,tanaman
convince,Oxford3000,8,meyakinkan
few,Oxford3000,3,sedikit
noise,Oxford3000,5,kebisingan
individual,Oxford3000,10,individu
pointed,Oxford3000,7,lancip
bury,Oxford3000,4,mengubur
tower,Oxford3000,5,menara
happily,Oxford3000,7,dengan senang hati
burn,Oxford3000,4,membakar
flour,Oxford3000,5,tepung
smoking,Oxford3000,7,merokok
therapy,Oxford3000,7,terapi
file,Oxford3000,4,mengajukan
fruit,Oxford3000,5,buah
dancing,Oxford3000,7,tarian
pass,Oxford3000,4,lulus
island,Oxford3000,6,pulau
philosophy,Oxford3000,10,filsafat
society,Oxford3000,7,masyarakat
curved,Oxford3000,6,lengkung
point,Oxford3000,5,titik
similarity,Oxford3000,10,kesamaan
wooden,Oxford3000,6,kayu
mean,Oxford3000,4,berarti
condition,Oxford3000,9,kondisi
highlight,Oxford3000,9,menyorot
launch,Oxford3000,6,meluncurkan
sharp,Oxford3000,5,tajam
long,Oxford3000,4,panjang
football,Oxford3000,8,sepak bola
dress,Oxford3000,5,gaun
door,Oxford3000,4,pintu
thirsty,Oxford3000,7,haus
rub,Oxford3000,3,menggosok
doubt,Oxford3000,5,ragu
vegetable,Oxford3000,9,sayuran
slow,Oxford3000,4,lambat
pollution,Oxford3000,9,polusi
designer,Oxford3000,8,perancang
drink,Oxford3000,5,minum
prepared,Oxford3000,8,siap
washing,Oxford3000,7,pencucian
any more,Oxford3000,8,lagi
prove,Oxford3000,5,membuktikan
worker,Oxford3000,6,pekerja
interview,Oxford3000,9,wawancara
creature,Oxford3000,8,makhluk
celebration,Oxford3000,11,perayaan
funny,Oxford3000,5,lucu
fine,Oxford3000,4,Bagus
racing,Oxford3000,6,balap
lovely,Oxford3000,6,cantik
combination,Oxford3000,11,kombinasi
film,Oxford3000,4,film
break,Oxford3000,5,merusak
brush,Oxford3000,5,sikat
only,Oxford3000,4,hanya
route,Oxford3000,5,rute
dollar,Oxford3000,6,dolar
shade,Oxford3000,5,naungan
body,Oxford3000,4,tubuh
trainer,Oxford3000,7,pelatih
bone,Oxford3000,4,tulang
fortunately,Oxford3000,11,untung
memory,Oxford3000,6,ingatan
day,Oxford3000,3,hari
response,Oxford3000,8,tanggapan
ban,Oxford3000,3,melarang
marry,Oxford3000,5,kawin
prefer,Oxford3000,6,lebih menyukai
stupid,Oxford3000,6,bodoh
cigarette,Oxford3000,9,rokok
internal,Oxford3000,8,intern
pursue,Oxford3000,6,mengejar
fund,Oxford3000,4,dana
all,Oxford3000,3,semua
kiss,Oxford3000,4,ciuman
divorced,Oxford3000,8,cerai
excitement,Oxford3000,10,kegembiraan
explanation,Oxford3000,11,penjelasan
efficient,Oxford3000,9,efisien
involved,Oxford3000,8,terlibat
crime,Oxford3000,5,kejahatan
sheet,Oxford3000,5,lembaran
fundamental,Oxford3000,11,mendasar
benefit,Oxford3000,7,keuntungan
feel,Oxford3000,4,merasa
programme,Oxford3000,9,program
blind,Oxford3000,5,buta
loud,Oxford3000,4,keras
notion,Oxford3000,6,gagasan
thousand,Oxford3000,8,ribu
chain,Oxford3000,5,rantai
close,Oxford3000,5,menutup
couple,Oxford3000,6,pasangan
travel,Oxford3000,6,bepergian
oh,Oxford3000,2,Oh
euro,Oxford3000,4,euro
hand,Oxford3000,4,tangan
mathematics,Oxford3000,11,matematika
soldier,Oxford3000,7,tentara
weapon,Oxford3000,6,senjata
damage,Oxford3000,6,kerusakan
relatively,Oxford3000,10,relatif
punishment,Oxford3000,10,hukuman
hill,Oxford3000,4,bukit
earth,Oxford3000,5,bumi
bubble,Oxford3000,6,gelembung
voice,Oxford3000,5,suara
yet,Oxford3000,3,belum
influence,Oxford3000,9,pengaruh
soft,Oxford3000,4,lembut
bin,Oxford3000,3,tempat sampah
fascinating,Oxford3000,11,memukau
ice,Oxford3000,3,es
manner,Oxford3000,6,tata krama
model,Oxford3000,5,model
stuff,Oxford3000,5,hal-hal
accurate,Oxford3000,8,tepat
crazy,Oxford3000,5,gila
current,Oxford3000,7,saat ini
no one,Oxford3000,6,tidak seorang pun
heavily,Oxford3000,7,berat
frighten,Oxford3000,8,menakuti
nature,Oxford3000,6,alam
less,Oxford3000,4,lebih sedikit
grain,Oxford3000,5,bulir
quickly,Oxford3000,7,dengan cepat
gentle,Oxford3000,6,lembut
harm,Oxford3000,4,menyakiti
many,Oxford3000,4,banyak
interesting,Oxford3000,11,menarik
market,Oxford3000,6,pasar
stage,Oxford3000,5,panggung
impatient,Oxford3000,9,tidak sabar
paper,Oxford3000,5,kertas
by,Oxford3000,2,oleh
performance,Oxford3000,11,pertunjukan
sleep,Oxford3000,5,tidur
related,Oxford3000,7,terkait
budget,Oxford3000,6,anggaran
fairly,Oxford3000,6,secara adil
hearing,Oxford3000,7,pendengaran
slightly,Oxford3000,8,agak
housing,Oxford3000,7,perumahan
world,Oxford3000,5,dunia
maximum,Oxford3000,7,maksimum
slave,Oxford3000,5,budak
all right,Oxford3000,9,Baiklah
production,Oxford3000,10,produksi
death,Oxford3000,5,kematian
fee,Oxford3000,3,biaya
anywhere,Oxford3000,8,dimana saja
outcome,Oxford3000,7,hasil
frozen,Oxford3000,6,beku
ensure,Oxford3000,6,memastikan
off,Oxford3000,3,mati
bored,Oxford3000,5,bosan
capture,Oxford3000,7,menangkap
on,Oxford3000,2,pada
maintain,Oxford3000,8,menjaga
characteristic,Oxford3000,14,ciri
colour,Oxford3000,6,warna
situation,Oxford3000,9,situasi
remain,Oxford3000,6,tetap
have,Oxford3000,4,memiliki
hit,Oxford3000,3,memukul
bike,Oxford3000,4,sepeda
collapse,Oxford3000,8,runtuh
grade,Oxford3000,5,nilai
degree,Oxford3000,6,derajat
horse,Oxford3000,5,kuda
from,Oxford3000,4,dari
repeat,Oxford3000,6,mengulang
wear,Oxford3000,4,memakai
flat,Oxford3000,4,datar
annual,Oxford3000,6,tahunan
plenty,Oxford3000,6,banyak
hurry,Oxford3000,5,buru-buru
birth,Oxford3000,5,kelahiran
relaxing,Oxford3000,8,santai
seek,Oxford3000,4,mencari
plate,Oxford3000,5,piring
quiet,Oxford3000,5,diam
surprising,Oxford3000,10,mengejutkan
magazine,Oxford3000,8,majalah
wonderful,Oxford3000,9,luar biasa
book,Oxford3000,4,buku
opinion,Oxford3000,7,pendapat
impact,Oxford3000,6,dampak
sail,Oxford3000,4,berlayar
contrast,Oxford3000,8,kontras
pig,Oxford3000,3,babi
student,Oxford3000,7,murid
swimming,Oxford3000,8,renang
monday,Oxford3000,6,Senin
recover,Oxford3000,7,pulih
primary,Oxford3000,7,utama
health,Oxford3000,6,kesehatan
bet,Oxford3000,3,bertaruh
crop,Oxford3000,4,tanaman
fill,Oxford3000,4,mengisi
bitter,Oxford3000,6,pahit
represent,Oxford3000,9,mewakili
boil,Oxford3000,4,mendidihkan
museum,Oxford3000,6,museum
obviously,Oxford3000,9,jelas sekali
agenda,Oxford3000,6,agenda
scheme,Oxford3000,6,skema
enquiry,Oxford3000,7,pertanyaan
next,Oxford3000,4,Berikutnya
sugar,Oxford3000,5,gula
basically,Oxford3000,9,pada dasarnya
command,Oxford3000,7,memerintah
grand,Oxford3000,5,agung
imaginary,Oxford3000,9,imajiner
odd,Oxford3000,3,aneh
guest,Oxford3000,5,tamu
fasten,Oxford3000,6,kencangkan
education,Oxford3000,9,pendidikan
visit,Oxford3000,5,mengunjungi
cancel,Oxford3000,6,membatalkan
member,Oxford3000,6,anggota
question,Oxford3000,8,pertanyaan
northern,Oxford3000,8,utara
obey,Oxford3000,4,mematuhi
promote,Oxford3000,7,mendorong
disadvantage,Oxford3000,12,kerugian
ambitious,Oxford3000,9,ambisius
tax,Oxford3000,3,pajak
emotional,Oxford3000,9,emosional
essay,Oxford3000,5,karangan
ordinary,Oxford3000,8,biasa
computer,Oxford3000,8,komputer
cultural,Oxford3000,8,kultural
athlete,Oxford3000,7,atlet
possess,Oxford3000,7,memiliki
pretend,Oxford3000,7,berpura-pura
exact,Oxford3000,5,akurat
investigate,Oxford3000,11,menyelidiki
sandwich,Oxford3000,8,sandwich
ingredient,Oxford3000,10,bahan
poem,Oxford3000,4,puisi
court,Oxford3000,5,pengadilan
official,Oxford3000,8,resmi
area,Oxford3000,4,daerah
million,Oxford3000,7,juta
ready,Oxford3000,5,siap
dialogue,Oxford3000,8,dialog
nor,Oxford3000,3,juga bukan
lung,Oxford3000,4,paru-paru
tongue,Oxford3000,6,lidah
acquire,Oxford3000,7,mendapatkan
message,Oxford3000,7,pesan
army,Oxford3000,4,tentara
embarrassed,Oxford3000,11,malu
environmental,Oxford3000,13,lingkungan
internet,Oxford3000,8,Internet
river,Oxford3000,5,sungai
chip,Oxford3000,4,keping
wide,Oxford3000,4,lebar
pretty,Oxford3000,6,cantik
every,Oxford3000,5,setiap
worldwide,Oxford3000,9,di seluruh dunia
think,Oxford3000,5,memikirkan
boss,Oxford3000,4,bos
connect,Oxford3000,7,menghubungkan
seat,Oxford3000,4,kursi
january,Oxford3000,7,Januari
border,Oxford3000,6,berbatasan
black,Oxford3000,5,hitam
delicious,Oxford3000,9,lezat
boring,Oxford3000,6,membosankan
total,Oxford3000,5,total
dirt,Oxford3000,4,kotoran
into,Oxford3000,4,ke dalam
handle,Oxford3000,6,menangani
escape,Oxford3000,6,melarikan diri
session,Oxford3000,7,sidang
surprise,Oxford3000,8,kejutan
publication,Oxford3000,11,publikasi
southern,Oxford3000,8,selatan
extend,Oxford3000,6,memperpanjang
accident,Oxford3000,8,kecelakaan
empty,Oxford3000,5,kosong
drug,Oxford3000,4,obat
tip,Oxford3000,3,tip
community,Oxford3000,9,masyarakat
tourist,Oxford3000,7,turis
cent,Oxford3000,4,sen
sale,Oxford3000,4,penjualan
romantic,Oxford3000,8,romantis
jeans,Oxford3000,5,jeans
lunch,Oxford3000,5,makan siang
identity,Oxford3000,8,identitas
pen,Oxford3000,3,pena
captain,Oxford3000,7,kapten
much,Oxford3000,4,banyak
your,Oxford3000,4,milikmu
humour,Oxford3000,6,humor
polite,Oxford3000,6,sopan
consequence,Oxford3000,11,konsekuensi
band,Oxford3000,4,pita
fourteen,Oxford3000,8,empat belas
summer,Oxford3000,6,musim panas
absolutely,Oxford3000,10,sangat
order,Oxford3000,5,memesan
bowl,Oxford3000,4,mangkuk
charge,Oxford3000,6,mengenakan biaya
hurt,Oxford3000,4,terluka
and,Oxford3000,3,Dan
station,Oxford3000,7,stasiun
appreciate,Oxford3000,10,menghargai
anxious,Oxford3000,7,cemas
surgery,Oxford3000,7,operasi
viewer,Oxford3000,6,penonton
ground,Oxford3000,6,tanah
professional,Oxford3000,12,profesional
sunday,Oxford3000,6,Minggu
yellow,Oxford3000,6,kuning
annoy,Oxford3000,5,mengganggu
insect,Oxford3000,6,serangga
heavy,Oxford3000,5,berat
time,Oxford3000,4,waktu
ultimately,Oxford3000,10,akhirnya
wine,Oxford3000,4,anggur
religion,Oxford3000,8,agama
nowhere,Oxford3000,7,tidak kemana-mana
december,Oxford3000,8,Desember
winner,Oxford3000,6,pemenang
supply,Oxford3000,6,memasok
corporate,Oxford3000,9,perusahaan
politician,Oxford3000,10,politikus
enormous,Oxford3000,8,sangat besar
respect,Oxford3000,7,menghormati
plastic,Oxford3000,7,plastik
or,Oxford3000,2,atau
bacteria,Oxford3000,8,bakteri
policeman,Oxford3000,9,polisi
organize,Oxford3000,8,mengatur
dream,Oxford3000,5,mimpi
something,Oxford3000,9,sesuatu
selection,Oxford3000,9,pilihan
sorry,Oxford3000,5,Maaf
ten,Oxford3000,3,sepuluh
virus,Oxford3000,5,virus
bicycle,Oxford3000,7,sepeda
ah,Oxford3000,2,Ah
policy,Oxford3000,6,kebijakan
form,Oxford3000,4,membentuk
cartoon,Oxford3000,7,kartun
convinced,Oxford3000,9,yakin
piece,Oxford3000,5,bagian
roof,Oxford3000,4,atap
comedy,Oxford3000,6,komedi
sensible,Oxford3000,8,masuk akal
resist,Oxford3000,6,melawan
wrap,Oxford3000,4,membungkus
tour,Oxford3000,4,wisata
previously,Oxford3000,10,sebelumnya
native,Oxford3000,6,warga asli
award,Oxford3000,5,menghadiahkan
diary,Oxford3000,5,buku harian
teaching,Oxford3000,8,pengajaran
complex,Oxford3000,7,kompleks
included,Oxford3000,8,termasuk
entirely,Oxford3000,8,sepenuhnya
cannot,Oxford3000,6,tidak bisa
warning,Oxford3000,7,peringatan
theory,Oxford3000,6,teori
unnecessary,Oxford3000,11,tidak perlu
care,Oxford3000,4,peduli
aunt,Oxford3000,4,tante
fit,Oxford3000,3,bugar
corner,Oxford3000,6,sudut
competition,Oxford3000,11,kompetisi
pour,Oxford3000,4,menuangkan
chart,Oxford3000,5,bagan
forever,Oxford3000,7,selamanya
away,Oxford3000,4,jauh
collect,Oxford3000,7,mengumpulkan
weekend,Oxford3000,7,akhir pekan
downwards,Oxford3000,9,ke bawah
population,Oxford3000,10,populasi
green,Oxford3000,5,hijau
great,Oxford3000,5,Besar
user,Oxford3000,4,pengguna
preserve,Oxford3000,8,melestarikan
rest,Oxford3000,4,istirahat
alive,Oxford3000,5,hidup
shake,Oxford3000,5,menggoyang
stand,Oxford3000,5,berdiri
achieve,Oxford3000,7,meraih
increase,Oxford3000,8,meningkatkan
o'clock,Oxford3000,7,jam
used to,Oxford3000,7,terbiasa
third,Oxford3000,5,ketiga
perfect,Oxford3000,7,sempurna
extra,Oxford3000,5,tambahan
well,Oxford3000,4,Sehat
engine,Oxford3000,6,mesin
frame,Oxford3000,5,bingkai
armed,Oxford3000,5,bersenjata
run,Oxford3000,3,berlari
enhance,Oxford3000,7,meningkatkan
zero,Oxford3000,4,nol
love,Oxford3000,4,Cinta
somebody,Oxford3000,8,seseorang
label,Oxford3000,5,label
statement,Oxford3000,9,penyataan
june,Oxford3000,4,Juni
teacher,Oxford3000,7,guru
class,Oxford3000,5,kelas
painter,Oxford3000,7,pelukis
airport,Oxford3000,7,bandara
weight,Oxford3000,6,berat
flame,Oxford3000,5,api
equipment,Oxford3000,9,peralatan
witness,Oxford3000,7,saksi
request,Oxford3000,7,meminta
unknown,Oxford3000,7,tidak dikenal
capacity,Oxford3000,8,kapasitas
prison,Oxford3000,6,penjara
mountain,Oxford3000,8,gunung
photo,Oxford3000,5,foto
desire,Oxford3000,6,menginginkan
party,Oxford3000,5,berpesta
define,Oxford3000,6,mendefinisikan
tent,Oxford3000,4,tenda
hundred,Oxford3000,7,ratus
boot,Oxford3000,4,boot
baby,Oxford3000,4,Sayang
kilometre,Oxford3000,9,kilometer
reserve,Oxford3000,7,menyimpan
worth,Oxford3000,5,bernilai
leisure,Oxford3000,7,santai
engineering,Oxford3000,11,rekayasa
us,Oxford3000,2,kita
evaluate,Oxford3000,8,mengevaluasi
region,Oxford3000,6,wilayah
shoulder,Oxford3000,8,bahu
attention,Oxford3000,9,Perhatian
reception,Oxford3000,9,penerimaan
hockey,Oxford3000,6,hoki
coast,Oxford3000,5,pesisir
ethical,Oxford3000,7,etis
sun,Oxford3000,3,matahari
billion,Oxford3000,7,miliar
fall,Oxford3000,4,jatuh
jacket,Oxford3000,6,jaket
should,Oxford3000,6,sebaiknya
mention,Oxford3000,7,menyebutkan
continent,Oxford3000,9,benua
fan,Oxford3000,3,penggemar
late,Oxford3000,4,terlambat
size,Oxford3000,4,ukuran
cooker,Oxford3000,6,kompor
loan,Oxford3000,4,meminjamkan
young,Oxford3000,5,muda
indicate,Oxford3000,8,menunjukkan
upper,Oxford3000,5,atas
decide,Oxford3000,6,memutuskan
modern,Oxford3000,6,modern
element,Oxford3000,7,elemen
choose,Oxford3000,6,memilih
secretary,Oxford3000,9,sekretaris
statue,Oxford3000,6,patung
tv,Oxford3000,2,televisi
speaker,Oxford3000,7,pembicara
theatre,Oxford3000,7,teater
ship,Oxford3000,4,mengirimkan
stream,Oxford3000,6,sungai kecil
thank,Oxford3000,5,terima kasih
herself,Oxford3000,7,diri
blood,Oxford3000,5,darah
copy,Oxford3000,4,menyalin
hot,Oxford3000,3,panas
sing,Oxford3000,4,menyanyi
office,Oxford3000,6,kantor
interested,Oxford3000,10,tertarik
risk,Oxford3000,4,mempertaruhkan
character,Oxford3000,9,karakter
concerned,Oxford3000,9,khawatir
fixed,Oxford3000,5,tetap
outline,Oxford3000,7,garis besar
speed,Oxford3000,5,kecepatan
sock,Oxford3000,4,kaus kaki
app,Oxford3000,3,aplikasi
online,Oxford3000,6,on line
steady,Oxford3000,6,stabil
chance,Oxford3000,6,peluang
television,Oxford3000,10,televisi
survive,Oxford3000,7,bertahan hidup
locate,Oxford3000,6,menemukan
inner,Oxford3000,5,batin
consist,Oxford3000,7,terdiri atas
technical,Oxford3000,9,teknis
kind,Oxford3000,4,baik
theme,Oxford3000,5,tema
context,Oxford3000,7,konteks
bush,Oxford3000,4,semak-semak
also,Oxford3000,4,Juga
show,Oxford3000,4,menunjukkan
state,Oxford3000,5,negara
goods,Oxford3000,5,barang-barang
raise,Oxford3000,5,mengangkat
household,Oxford3000,9,rumah tangga
moon,Oxford3000,4,bulan
really,Oxford3000,6,Sungguh
iron,Oxford3000,4,besi
keen,Oxford3000,4,suka
deliver,Oxford3000,7,mengantarkan
thief,Oxford3000,5,maling
bunch,Oxford3000,5,kelompok
lip,Oxford3000,3,bibir
term,Oxford3000,4,ketentuan
site,Oxford3000,4,lokasi
same,Oxford3000,4,sama
gap,Oxford3000,3,celah
observation,Oxford3000,11,pengamatan
its,Oxford3000,3,-nya
violence,Oxford3000,8,kekerasan
university,Oxford3000,10,universitas
include,Oxford3000,7,termasuk
sound,Oxford3000,5,suara
cite,Oxford3000,4,mengutip
estate,Oxford3000,6,perkebunan
guitar,Oxford3000,6,gitar
honour,Oxford3000,6,menghormati
otherwise,Oxford3000,9,jika tidak
additional,Oxford3000,10,tambahan
extraordinary,Oxford3000,13,luar biasa
trip,Oxford3000,4,perjalanan
fail,Oxford3000,4,gagal
objective,Oxford3000,9,tujuan
rather,Oxford3000,6,lebih tepatnya
itself,Oxford3000,6,diri
rarely,Oxford3000,6,jarang
administration,Oxford3000,14,administrasi
north,Oxford3000,5,utara
artistic,Oxford3000,8,artistik
industry,Oxford3000,8,industri
difference,Oxford3000,10,perbedaan
written,Oxford3000,7,tertulis
thought,Oxford3000,7,pikiran
qualified,Oxford3000,9,memenuhi syarat
cruel,Oxford3000,5,kejam
teach,Oxford3000,5,mengajar
passport,Oxford3000,8,paspor
human,Oxford3000,5,manusia
instruction,Oxford3000,11,petunjuk
convenient,Oxford3000,10,nyaman
breath,Oxford3000,6,napas
meaning,Oxford3000,7,arti
enter,Oxford3000,5,memasuki
opposite,Oxford3000,8,di depan
documentary,Oxford3000,11,dokumenter
around,Oxford3000,6,sekitar
level,Oxford3000,5,tingkat
meeting,Oxford3000,7,pertemuan
stare,Oxford3000,5,menatap
against,Oxford3000,7,melawan
elect,Oxford3000,5,memilih
rapidly,Oxford3000,7,dengan cepat
wash,Oxford3000,4,mencuci
finish,Oxford3000,6,menyelesaikan
speak,Oxford3000,5,berbicara
special,Oxford3000,7,spesial
map,Oxford3000,3,peta
focus,Oxford3000,5,fokus
affair,Oxford3000,6,perselingkuhan
being,Oxford3000,5,makhluk
commercial,Oxford3000,10,komersial
disagree,Oxford3000,8,tidak setuju
place,Oxford3000,5,tempat
practical,Oxford3000,9,praktis
plot,Oxford3000,4,merencanakan
yesterday,Oxford3000,9,Kemarin
youth,Oxford3000,5,anak muda
rude,Oxford3000,4,kasar
intention,Oxford3000,9,maksud
hold,Oxford3000,4,memegang
social,Oxford3000,6,sosial
mount,Oxford3000,5,gunung
distribute,Oxford3000,10,mendistribusikan
unconscious,Oxford3000,11,tidak sadar
neither,Oxford3000,7,juga tidak
therefore,Oxford3000,9,Karena itu
forgive,Oxford3000,7,memaafkan
shocked,Oxford3000,7,terkejut
leave,Oxford3000,5,meninggalkan
import,Oxford3000,6,impor
quote,Oxford3000,5,mengutip
needle,Oxford3000,6,jarum
mouth,Oxford3000,5,mulut
measurement,Oxford3000,11,pengukuran
overall,Oxford3000,7,keseluruhan
minority,Oxford3000,8,minoritas
poet,Oxford3000,4,penyair
valuable,Oxford3000,8,berharga
go,Oxford3000,2,pergi
exploration,Oxford3000,11,eksplorasi
wealth,Oxford3000,6,kekayaan
organization,Oxford3000,12,organisasi
castle,Oxford3000,6,kastil
cook,Oxford3000,4,memasak
existence,Oxford3000,9,adanya
departure,Oxford3000,9,keberangkatan
cheap,Oxford3000,5,murah
blog,Oxford3000,4,blog
approval,Oxford3000,8,persetujuan
prime,Oxford3000,5,utama
quarter,Oxford3000,7,seperempat
god,Oxford3000,3,Tuhan
king,Oxford3000,4,raja
ability,Oxford3000,7,kemampuan
contribute,Oxford3000,10,menyumbang
sauce,Oxford3000,5,saus
broken,Oxford3000,6,rusak
none,Oxford3000,4,tidak ada
sky,Oxford3000,3,langit
everyday,Oxford3000,8,setiap hari
bend,Oxford3000,4,membengkokkan
candidate,Oxford3000,9,calon
popular,Oxford3000,7,populer
labour,Oxford3000,6,tenaga kerja
between,Oxford3000,7,di antara
delighted,Oxford3000,9,senang sekali
worse,Oxford3000,5,lebih buruk
because,Oxford3000,7,Karena
unhappy,Oxford3000,7,tidak bahagia
clothes,Oxford3000,7,pakaian
product,Oxford3000,7,produk
yeah,Oxford3000,4,Ya
opposed,Oxford3000,7,menentang
mineral,Oxford3000,7,mineral
tunnel,Oxford3000,6,terowongan
wise,Oxford3000,4,bijak
pattern,Oxford3000,7,pola
position,Oxford3000,8,posisi
beer,Oxford3000,4,bir
ceremony,Oxford3000,8,upacara
confuse,Oxford3000,7,bingung
guarantee,Oxford3000,9,menjamin
different,Oxford3000,9,berbeda
borrow,Oxford3000,6,meminjam
need,Oxford3000,4,membutuhkan
entertain,Oxford3000,9,menghibur
furthermore,Oxford3000,11,lebih-lebih lagi
killing,Oxford3000,7,pembunuhan
web,Oxford3000,3,web
accompany,Oxford3000,9,menemani
reply,Oxford3000,5,membalas
detail,Oxford3000,6,detail
jam,Oxford3000,3,selai
win,Oxford3000,3,menang
factor,Oxford3000,6,faktor
outdoor,Oxford3000,7,di luar ruangan
located,Oxford3000,7,terletak
star,Oxford3000,4,bintang
lose,Oxford3000,4,kehilangan
sincere,Oxford3000,7,jujur
cafe,Oxford3000,4,kafe
plus,Oxford3000,4,plus
association,Oxford3000,11,asosiasi
fair,Oxford3000,4,adil
pleasant,Oxford3000,8,menyenangkan
guard,Oxford3000,5,penjaga
